번호,사업장명,구,지번주소,좌표정보(X),좌표정보(Y)
2316,코치짐,송파구,서울특별시 송파구 방이동 226 7번지 ,210632.391175015--,444908.653893049--
2317,짐퍼스트 법조타운,송파구,서울특별시 송파구 문정동 643 1번지 ,210558-------,442587-------
2318,트레이닝타임,송파구,서울특별시 송파구 송파동 15번지 ,209213.596479932--,445106.870506248--
2319,Crossfit 피어스 배틀,송파구,서울특별시 송파구 잠실동 192 10번지 ,207099.557340127--,445332.816317269--
2320,오하운 GYM,송파구,서울특별시 송파구 송파동 47 6 유정빌딩,209715.260553961,445142.562187603
2321,파크하비오휘트니스&골프,송파구,서울특별시 송파구 송파대로 111 하비오길 중앙로 202동 202 B01호 (문정동 파크하비오),210966,442050
2322,구의역점 스포애니 주)케이디스포츠,광진구,서울특별시 광진구 자양동 219 25 345층,207258.405095376,448236.641664711
2323,우일태권도,송파구,서울특별시 송파구 마천동 596번지 ,213880.882679005--,443825.378426253--
2324,BodyCafe,송파구,서울특별시 송파구 방이동 207 2번지 5층 ,211017.529980139--,445237.115906259--
2325,리키PT STUDIO,송파구,서울특별시 송파구 문정동 652 5번지 문정아이파크 ,-,-
2326,허니짐 김성권 P.T,송파구,서울특별시 송파구 잠실동 19 9번지 잠실파인애플상가 ,207373.50021477-- ,445545.656024061--
2327,3B휘트니스,송파구,서울특별시 송파구 삼전동 5번지 ,207870.116087704--,444850.883067286--
2328,Teddy Fitness,송파구,서울특별시 송파구 석촌동 165 7번지 ,209118.735959426--,444902.424811293--
2329,제이핏 피티 앤 필라테스,송파구,서울특별시 송파구 풍납동 405 3번지 선일빌딩 ,210253.76251766-- ,447445.375321082--
2330,팀크레모아,송파구,서울특별시 송파구 삼전동 13번지 ,207945.966036515--,444821.70674634-- 
2331,피지컬액티브,송파구,서울특별시 송파구 방이동 43번지 대명벨리온 ,209756.076693304--,445947.907683148--
2332,피지컬액티브짐,송파구,서울특별시 송파구 방이동 41 1번지 잠실파크웨이 ,209802.518392743--,446046.771296359--
2333,테라피티,송파구,서울특별시 송파구 문정동 652번지 송파법조타운푸르지오 ,-,-
2334,카이로 바른 척추교정,송파구,서울특별시 송파구 잠실동 44 3번지 레이크팰리스 ,208105.938904596--,445043.97737109-- 
2335,PT클럽,송파구,서울특별시 송파구 잠실동 218 7번지 ,207298.218310071--,445140.098900878--
2336,신천점 스포애니 (주)케이디스포츠,송파구,서울특별시 송파구 잠실동 181 2,207135.25,445476.02
2337,스포니스 잠실새내점,송파구,서울특별시 송파구 잠실동 187 3,207296.246452135,445324.959410252
2338,에이블짐 암사역점,강동구,서울특별시 강동구 암사동 503 23 태성빌딩 지하1층,211216.359129232,449919.980434795
2339,이코리아PTGYM,송파구,서울특별시 송파구 오금동 10 3번지 2층 ,211463.435-----,445177.12----- 
2340,마크짐휘트니스,마포구,서울특별시 마포구 망원동 474 3 6층,191528.664363799,451015.116442491
2341,헬스존,마포구,서울특별시 마포구 공덕동 29 5 미네뜨오피스텔1층,196426.275926225,449757.256511905
2342,더디젤,송파구,서울특별시 송파구 삼전동 28 12번지 3층 ,207815.181028902--,444601.691964731--
2343,티엔슈튜디오,송파구,서울특별시 송파구 삼전동 27 4번지 지하1층 ,208151.243301303--,444938.265645658--
2344,SAM'S PT GYM,송파구,서울특별시 송파구 문정동 55번지 해성빌딩 ,210752.983106079--,442794.403048247--
2345,핏존,송파구,서울특별시 송파구 석촌동 296 2번지 신우빌딩 ,209541.418807954--,444357.068661528--
2346,올림픽선수촌스포츠센타,송파구,서울특별시 송파구 방이동 89 11번지 ,211619.368009793--,445963.384875409--
2347,크로스핏앤서,송파구,서울특별시 송파구 오금동 3 1번지 ,211497.311628565--,445334.09743918-- 
2348,송파커브스,송파구,서울특별시 송파구 송파동 143 3번지 306호 ,210177.289293975--,444963.418268942--
2349,바디 퍼포먼스 짐,강동구,서울특별시 강동구 길동 228 1번지 (3층) ,212616.960060132--,448087.909554317--
2350,위너핏,송파구,서울특별시 송파구 방이동 208 1,210888.579009374,445284.19361835
2351,M PT GYM,강동구,서울특별시 강동구 명일동 351 13번지 지하 ,212677.7961208---,449179.875924419--
2352,피치짐,서초구,서울특별시 서초구 서초동 1514 7 서초 에스테온,200404.060771339,442659.050194957
2353,탑 헬스클럽,강동구,서울특별시 강동구 천호동 50 14번지 3층 ,212437.986179946--,448948.404194792--
2354,HEYDAY PT STUDIO,서초구,서울특별시 서초구 서초동 1303 35 강남태영데시앙루브 205호,202100.548018749,444515.155344243
2355,컨베이지,강동구,서울특별시 강동구 둔촌동 605번지 현대크리닉빌딩 201호,212910.082832312--,448153.815505362--
2356,콤마짐,강동구,서울특별시 강동구 명일동 47 2번지 고덕역갑을명가시티 오피스텔 ,213594.658173559--,450201.716053884--
2357,PT1987,강동구,서울특별시 강동구 성내동 111 6번지 한스빌딩 ,210748.16254024-- ,447821.695908669--
2358,짐 레빗(Gym Revit),서초구,서울특별시 서초구 방배동 763 32 가우디빌딩,198588.497557219,444009.748732715
2359,스포애니 명일역점,강동구,서울특별시 강동구 명일동 325 11번지 6층 ,212793.83711847-- ,449793.19620496-- 
2360,K 퍼스널트레이닝,강동구,서울특별시 강동구 명일동 47 1번지 세종빌딩 ,213584.864293281--,450222.008091583--
2361,라이프체인지 피티 & 필라테스,강동구,서울특별시 강동구 길동 137 2번지 ,212965.785141433--,448321.785705448--
2362,스포애니 천호초교점,강동구,서울특별시 강동구 천호동 234 6번지 일주빌딩 ,211853.659176909--,449388.465849174--
2363,슬림앤스트롱 강동점,강동구,서울특별시 강동구 명일동 312 216번지 프라임빌딩 ,212629.979839061--,450062.070217207--
2364,바디온,강동구,서울특별시 강동구 둔촌동 59 9번지 ,212705.488431864--,447969.820946473--
2365,The 바른 正 운동센터,강동구,서울특별시 강동구 명일동 312 76번지 ,212608.141729557--,449916.876103636--
2366,이노베이션,강동구,서울특별시 강동구 길동 414 10번지 강동한신휴플러스주상복합 ,212081.019857419--,448209.124823551--
2367,쏙 빠짐,강동구,서울특별시 강동구 암사동 509번지 선사현대아파트 ,211047.878697259--,450021.504957301--
2368,워너비짐,중랑구,서울특별시 중랑구 면목동 453 12 401호,208043.209229394,453318.378360994
2369,까르페디엠 스포츠 암사점,강동구,서울특별시 강동구 암사동 451 18번지 양지 B/D 3층 ,212080.576520374--,450311.965425595--
2370,노블레스클럽,강동구,서울특별시 강동구 둔촌동 51번지 ,212714.696142279--,448035.586198761--
2371,크로스핏 강동,강동구,서울특별시 강동구 길동 414 4,212078.284279369,448257.541433568
2372,연세헬스,강동구,서울특별시 강동구 천호동 333 46 호진빌딩,210970.367147465,449058.554810617
2373,휘트니스J,강동구,서울특별시 강동구 암사동 463 3번지 2층 3층 ,211319.983062403--,450099.187503465--
2374,FITS,강동구,서울특별시 강동구 길동 474번지 ,213115.129485478--,448395.566574387--
2375,오늘의 피티(PT),강동구,서울특별시 강동구 천호동 427 3,210935.038615054,448663.480515858
2376,스포애니 강동점,강동구,서울특별시 강동구 성내동 164 1번지 CJ나인파크 지층 ,211532.353686299--,448182.588454494--
2377,홍'S PT,강동구,서울특별시 강동구 명일동 48 3번지 3층 ,213632.141350282--,450066.954643234--
2378,New body PT gym,강동구,서울특별시 강동구 성내동 420 42번지 지층 ,211558.819080722--,447536.982098296--
2379,운동센터-1℃,강동구,서울특별시 강동구 성내동 448 7번지 ,211324.022842093--,446930.379410235--
2380,조아짐,강동구,서울특별시 강동구 천호동 287 10번지 ,211201.497160095--,449662.183148924--
2381,S휘트니스,강동구,서울특별시 강동구 성내동 513번지 지하1층 ,211454.628342644--,447690.40418764-- 
2382,제스트짐,강동구,서울특별시 강동구 성내동 293 12번지 바로빌딩 지하1층 ,211027.51175299-- ,447708.22061393-- 
2383,턴업휘트니스,강동구,서울특별시 강동구 강일동 675 4번지 ,215346.539174332--,451478.410475571--
2384,고고 휘트니스,강동구,서울특별시 강동구 성내동 412 6번지 3층 ,211872.537283327--,447468.32107254-- 
2385,(직) 아머,강동구,서울특별시 강동구 성내동 111 6,210748.16254024,447821.695908669
2386,(직) Enjoy30휘트니스,강동구,서울특별시 강동구 성내동 440 대성빌딩 4층,211807.609756721,446894.680049364
2387,피트니스 다움,강동구,서울특별시 강동구 성내동 9 14번지 탑메디컬센터 6층 7층 ,211129.337519126--,448341.256980238--
2388,세종텔레콤 상일,강동구,서울특별시 강동구 상일동 373 1번지 ,215384.84426900000-,450156.41163100000-
2389,올댓컨디셔닝,강동구,서울특별시 강동구 성내동 440 21번지 ,211767.362172231--,446889.128359606--
2390,(직) PRO휘트니스클럽,강동구,서울특별시 강동구 암사동 452 15 2 3층,211998.408485634,450258.449556545
2391,(직) 하늘휘트니스,강동구,서울특별시 강동구 천호동 397 3,211498.302179824,448901.181908355
2392,로드스타 휘트니스,강동구,서울특별시 강동구 상일동 341 1,215212.435233218,449586.281119385
2393,(직) 휴먼헬스,강동구,서울특별시 강동구 성내동 107 6 산보빌딩5층,210704.803064272,447911.573481525
2394,휘트니스베이 24시 천호점,강동구,서울특별시 강동구 천호동 456 1 금복빌딩,210804.329104051,448575.082173338
2395,컴앤씨,강남구,서울특별시 강남구 신사동 613 5 캐럴라인타워,202601.216639328,447186.65948325
2396,스마일 보이짐,성북구,서울특별시 성북구 안암동5가 102 66,202509.864597791,453689.85388931
2397,원필라테스,강서구,서울특별시 강서구 마곡동 772 8 에이스프라자,185200,450940
2398,선린남여헬스클럽,강동구,서울특별시 강동구 성내동 416 1 13통5반 3층 7호,211938.794713276,447379.485738661
2399,나우휘트니스,강동구,서울특별시 강동구 명일동 324 1번지 401호 ,212681.624988465--,449827.101460261--
2400,한국시각장애인복지재단고덕사회체육센타,강동구,서울특별시 강동구 상일동 126번지 3층 ,214866.322882804--,449869.026666--- 
2401,파인짐,강동구,서울특별시 강동구 명일동 48 5번지 ,213680.993194221--,450050.898833786--
2402,커브스 천호클럽,강동구,서울특별시 강동구 천호동 456번지 ,210825.17728788-- ,448573.814954631--
2403,스타트라인,강동구,서울특별시 강동구 성내동 445 7번지 ,211510.777131583--,446882.690089639--
2404,바디트레이닝(미),관악구,서울특별시 관악구 신림동 676 5 지하1층,192723.283283962,440135.318262207
2405,고고 피트니스(암사),강동구,서울특별시 강동구 암사동 473 39 한은빌딩,211824.94449496,449979.076845136
2406,리메이크짐,금천구,서울특별시 금천구 가산동 60 3 대륭포스트타워 5차,189877.178943503,442093.648596802
2407,코엑스짐 군자역점,광진구,서울특별시 광진구 중곡동 157 1 공영빌딩 6층,207001.872308692,450597.61492646
2408,(직) PHYSIOWELL,강동구,서울특별시 강동구 천호동 85 8 2층,212057.996731861,449087.183832747
2409,KCA트레이닝센터,강동구,서울특별시 강동구 성내동 417 2,211808.976265118,447454.571282021
2410,(직) 고덕휘트니스,강동구,서울특별시 강동구 명일동 328 2,212914.060696254,449721.575615805
2411,피트니스101,중구,서울특별시 중구 저동1가 114 대신파이낸스센터(Daishin Finance Center),198783.220727646,451423.465824287
2412,커브스 암사클럽,강동구,서울특별시 강동구 암사동 501 24 3층,211241.824259656,449823.926526829
2413,어셈블 짐,강동구,서울특별시 강동구 길동 412 12 부에노빌딩,212215.378259229,448196.85466049
2414,토니짐 면목점,중랑구,서울특별시 중랑구 면목동 158 31,207118.991322143,453475.991926721
2415,웰니스프리미엄클럽(AR_지종득),강동구,서울특별시 강동구 명일동 305 8,212617.79826045,450259.982228764
2416,MY GYM,강동구,서울특별시 강동구 명일동 46 1 명성프라자 12층,213545.481603233,450269.25482135
2417,B GYM,강서구,서울특별시 강서구 화곡동 1096 29,186755.537094076,450377.850936763
2418,뉴 영헬스PT,강동구,서울특별시 강동구 천호동 4 2번지 3층 ,212338.398300607--,449814.55303508-- 
2419,클레어 필라테스&PT 건대점,광진구,서울특별시 광진구 자양동 227 20 7층,206584.373766593,448455.143869758
2420,MJ fitness,강동구,서울특별시 강동구 성내동 442 12번지 ,211645.785310595--,446796.048759474--
2421,팀 서빈짐,강남구,서울특별시 강남구 논현동 230 18,203111.992298022,445234.652340061
2422,차선생 body factory,강동구,서울특별시 강동구 암사동 515 17번지 ,211053.912161153--,449759.28636509-- 
2423,암사점 스포애니 (주)케이디스포츠,강동구,서울특별시 강동구 암사동 501 4 동양덱스빌상가 405동 401호,211260.202994668,449774.572647567
2424,리메이크바디샵,관악구,서울특별시 관악구 봉천동 1662 13 GTI 빌딩 지하1층,196304.542171346,441820.178149427
2425,스포애니 길동역점,강동구,서울특별시 강동구 길동 367 4번지 ,212328.5091793---,448576.834909489--
2426,엘리트짐,강동구,서울특별시 강동구 성내동 428 5번지 오스카 상가 3층 ,211912.282694478--,447248.126116539--
2427,크로스핏 지케이,강동구,서울특별시 강동구 천호동 25 6,212605.500099383,449677.002959155
2428,(직) 머슬업 피티,강동구,서울특별시 강동구 성내동 428 5,211912.282694478,447248.126116539
2429,(직) 연합헬스클럽,강동구,서울특별시 강동구 길동 228 1,212616.960060132,448087.909554317
