번호,사업장명,구,지번주소,좌표정보(X),좌표정보(Y)
825,익스트림 컴뱃,서대문구,서울특별시 서대문구 홍제동 305 2번지 ,194975.948400893--,454111.957435702--
826,바디코어짐,서대문구,서울특별시 서대문구 홍은동 277 157번지 ,194272.549931798--,453343.442722549--
827,아이소포스짐,서대문구,서울특별시 서대문구 창천동 31 92번지 J Tower ,194425.547743193--,450629.487978481--
828,마이스타,서대문구,서울특별시 서대문구 홍제동 155 5번지 ,195199.663192644--,453715.755854225--
829,S&C physical center,서초구,서울특별시 서초구 방배동 807 22,199234.631147103,443416.909077487
830,T.H STUDIO,서대문구,서울특별시 서대문구 남가좌동 369 10번지 ,192877.725537448--,452945.764822514--
831,매직짐,서대문구,서울특별시 서대문구 홍제동 294 46번지 유진상가 공유캠퍼스 ,194850.361025035--,454344.432517428--
832,겟투잇(Get to it),서대문구,서울특별시 서대문구 미근동 179번지 ,197040.207721042--,451350.99063822-- 
833,피트니스 소마,서대문구,서울특별시 서대문구 연희동 188 80번지 ,193744.749272759--,451575.413875169--
834,더짐휘트니스,서대문구,서울특별시 서대문구 북가좌동 306 17번지 ,192000.945942229--,452848.009128439--
835,올림픽 헬스뱅크,서대문구,서울특별시 서대문구 홍제동 287 49번지 3층 ,195276.268964304--,454963.090171717--
836,(주)허공,서대문구,서울특별시 서대문구 영천동 100번지 독립문삼호아파트상가 2 7 ,196259.607806599--,452003.400133964--
837,명품헬스,서대문구,서울특별시 서대문구 북가좌동 392 37번지 ,191500.393722857--,452554.887952918--
838,스타트원짐,서대문구,서울특별시 서대문구 연희동 136 4번지 ,193870.602666666--,451661.010333333--
839,(주)멀티짐휘트니스 코리아,서대문구,서울특별시 서대문구 대현동 101 7번지 혜우빌딩 5층 ,194908.961214686--,450597.757522205--
840,하이짐 홍제점,서대문구,서울특별시 서대문구 홍제동 469번지 한신휴플러스 지하3층 309310호 ,195281.395461663--,453657.534811024--
841,VIP 휘트니스,서대문구,서울특별시 서대문구 충정로2가 99 3번지 동신빌딩 ,196784.098790905--,451393.46490053-- 
842,애플 휘트니스,서대문구,서울특별시 서대문구 홍은동 9 307번지 2층 ,195407.418330818--,455381.480302685--
843,스타칼리 휘트니스,서대문구,서울특별시 서대문구 연희동 194 30번지 브라운스톤 지층 ,193762.64108662-- ,451445.274814853--
844,제프웰니스센터,서대문구,서울특별시 서대문구 연희동 132 42번지 ,193775.545863143--,451705.077411415--
845,커브스홍제클럽,서대문구,서울특별시 서대문구 홍제동 330 89번지 5층호,194882.957417274--,454113.687024906--
846,헬스보이,서대문구,서울특별시 서대문구 북가좌동 294 17번지 ,192204.144264653--,453173.919537914--
847,스타칼리휘트니스,서대문구,서울특별시 서대문구 창천동 31 4번지 ,194398.057135368--,450731.959855132--
848,고미짐,서대문구,서울특별시 서대문구 홍은동 403 1번지 2층 ,193572.495644992--,453090.700330782--
849,리두컴퍼니,서대문구,서울특별시 서대문구 대신동 85번지 3층 5층 ,195028.400590649--,451317.909486649--
850,SOMA FITNESS,서대문구,서울특별시 서대문구 연희동 지층 ,193899.272851116--,451987.4653652---
851,클라우드 짐,서대문구,서울특별시 서대문구 신촌로 13 지하2층 (창천동 아륭빌딩),193624.014939084--,450696.745009002--
852,박스짐,서대문구,서울특별시 서대문구 홍제원길 지하 11 (홍제동 보성빌딩),195286.302724472--,453848.664180287--
853,다이아짐,강서구,서울특별시 강서구 염창동 242 10 여명로얄페밀리,188242.540623456,450338.169389693
854,크로스핏 스팀펑크 신촌,서대문구,서울특별시 서대문구 창천동 62 22번지 지하 ,194125.738623054--,450504.59151374-- 
855,짐피닉스크로스핏신촌,서대문구,서울특별시 서대문구 창천동 18 1번지 지하호,194411.827548199--,450569.911852555--
856,파크짐,서대문구,서울특별시 서대문구 충정로3가 463번지 지하1층 ,196796.370142665--,451083.20325335-- 
857,M BASE,서대문구,서울특별시 서대문구 수색로 56 608호 (북가좌동 성공타워1),192226-------,452047-------
858,하이핏,서대문구,서울특별시 서대문구 연세로4길 19 4층 (창천동),194435.406385144--,450570.993352161--
859,커브스 가재울 클럽,서대문구,서울특별시 서대문구 북가좌동 487번지 성공타워1 ,192209.323632506--,452067.039429636--
860,헬스뱅크,서대문구,서울특별시 서대문구 홍제동 287 49번지 지하1층 ,195276.268964304--,454963.090171717--
861,스타칼리 휘트니스,서대문구,서울특별시 서대문구 홍제동 158 33번지 연세24시사우나 ,195196.693652181--,453764.706268517--
862,바나나휘트니스,서대문구,서울특별시 서대문구 홍은동 397 31번지 지상4층 ,193587.251786773--,453148.70809627-- 
863,삼성골드헬스,서대문구,서울특별시 서대문구 남가좌동 377 0번지 삼성(아) 주민운동시설 ,192559.994725361--,452852.020155302--
864,JC헬스,서대문구,서울특별시 서대문구 창천동 13 85번지 3층 4층 ,194438.410201941--,450585.929959574--
865,더 짐(The Gym),서대문구,서울특별시 서대문구 통일로 422 2층 (홍제동),195200.669769887--,453871.754518013--
866,스퀘어짐,서대문구,서울특별시 서대문구 수색로 18 지하1층 (남가좌동 영보웨딩부페),192562.973370487--,451852.14962353-- 
867,스타칼리 휘트니스,서대문구,서울특별시 서대문구 통일로 472 4층 (홍제동 효신빌딩),194875.607177085--,454249.903601525--
868,커브스 아현클럽,서대문구,서울특별시 서대문구 북아현로 2 4층 (북아현동),196079.049170663--,450605.895857493--
869,ING휘트니스,서대문구,서울특별시 서대문구 신촌로37길 20 (북아현동),196178.620495673--,450612.848631193--
870,SU FITNESS,서대문구,서울특별시 서대문구 연희로 81 21 6층 (연희동 정암빌딩),193650.967376047--,451507.521435435--
871,준일 극동 휘트니스,서대문구,서울특별시 서대문구 현저동 200번지 독립문극동아파트 ,196111.168694145--,452194.834634239--
872,제이피티샵 홍제점,서대문구,서울특별시 서대문구 홍제동 136 10번지 목련빌라 ,195305.999422884--,453870.384229413--
873,월드휘트니스,서대문구,서울특별시 서대문구 남가좌동 344 33번지 3층호,193042.666990018--,452830.718334174--
874,중앙헬스,서대문구,서울특별시 서대문구 북아현동 176 87번지 ,195994.157226172--,451111.003214626--
875,성은헬스,서대문구,서울특별시 서대문구 북가좌동 333 8번지 ,192220.269674735--,453425.769163534--
876,제이에이치짐,은평구,서울특별시 은평구 녹번동 35 1 지하1층,194149.311652603,455747.137277577
877,리핏바디짐,송파구,서울특별시 송파구 송파동 56 1 동방빌딩,209481.744602225,445393.221907504
878,Playground,마포구,서울특별시 마포구 아현동 618 19번지 마포 센텀 슬로우스퀘어 ,195829.955210361--,449860.57540675-- 
879,내셔널짐,용산구,서울특별시 용산구 원효로1가 133 3 리첸시아 용산,197045.849468346,448447.558967085
880,건강해GYM,마포구,서울특별시 마포구 아현동 330 4번지 ,195954.228177552--,450532.979367453--
881,우리짐 홍대점,마포구,서울특별시 마포구 동교동 199 1번지 현우빌딩 ,193145.160420669--,450706.106921998--
882,GOTO 상암,마포구,서울특별시 마포구 상암동 1615번지 PARK M ,190591.913002866--,452920.989704662--
883,시너짐(SYNERGYM),마포구,서울특별시 마포구 구수동 6 8번지 ,194014.30771856-- ,449443.987812619--
884,바디바디 휘트니스,마포구,서울특별시 마포구 망원동 418 1번지 ,191061.402140532--,450429.024327899--
885,피트니스 원,마포구,서울특별시 마포구 도화동 560번지 마포 태영 데시앙 ,195322.033365468--,448969.110547126--
886,짐티피 홍대입구역점,마포구,서울특별시 마포구 동교동 174 11 동우빌딩,193537.812453408,450644.919295783
887,카디오짐,마포구,서울특별시 마포구 신수동 66 2번지 신촌크리닉존 ,194055.924830719--,450005.235961878--
888,GOTO 공덕,마포구,서울특별시 마포구 공덕동 254 8번지 별정우체국연합회빌딩지하1층 ,195775.018463291--,449299.521405982--
889,PUSHUP GYM,마포구,서울특별시 마포구 합정동 354 21번지 4층 ,192726.056701565--,449491.077718734--
890,함스짐(HAMS GYM),마포구,서울특별시 마포구 도화동 357번지 현대1차아파트상가 12동 지층 ,195852.524254164--,448575.779442887--
891,밀레니엄짐 플러스,마포구,서울특별시 마포구 상암동 1593번지 (주)우리기술사옥 지1층 ,189988.285119266--,453238.148137922--
892,The Movement,마포구,서울특별시 마포구 연남동 504 39번지 지하1층 ,192833.021443311--,451079.087417782--
893,진헬스클럽,마포구,서울특별시 마포구 합정동 427 3번지 3층 ,192108.289974026--,450194.496218929--
894,FIT360°,마포구,서울특별시 마포구 연남동 504 1번지 ,192824.6752691---,451090.182438148--
895,인어스 휘트니스 마포점,마포구,서울특별시 마포구 도화동 251 1 근신빌딩별관지층,195254.758704781,448476.859046692
896,B.S.T GYM,마포구,서울특별시 마포구 서교동 441 5번지 ,192001.514752764--,450446.329159526--
897,리콥 웰니스 프리미엄,용산구,서울특별시 용산구 한남동 78,200505.95769124,447921.201939585
898,VIP 휘트니스,마포구,서울특별시 마포구 동교동 205 17번지 지하1층 ,192811.913260129--,450565.429954424--
899,무한 크로스핏,마포구,서울특별시 마포구 염리동 174 18번지 LG상가 지하12호 ,194995.732422339--,448929.725317861--
900,GOTO 신촌,마포구,서울특별시 마포구 노고산동 40 1번지 적암빌딩 지하1층 ,194624.665635824--,450387.145609504--
901,더건강한피티,마포구,서울특별시 마포구 공덕동 285번지 지하1층 ,195785.113314101--,449544.983364383--
902,MBC 휘트니스센터,마포구,서울특별시 마포구 상암동 MBC 경영센터 지하1층 ,190282.759163473--,453213.198487908--
903,크로스핏 칸,마포구,서울특별시 마포구 서교동 404 15번지 지하1층 ,192871.844576848--,449721.37505381-- 
904,엠휘트니스,마포구,서울특별시 마포구 신공덕동 167번지 메트로디오빌 지하2층 ,195764.944565229--,449028.002731859--
905,Dr.GYM 피트니스,마포구,서울특별시 마포구 망원동 375 8번지 4층5층 ,191823.76210393-- ,450380.787174401--
906,큐어짐,마포구,서울특별시 마포구 도화동 560번지 지하102103105106107108113 ,195322.033365468--,448969.110547126--
907,커브스 도화클럽,마포구,서울특별시 마포구 도화동 4 112번지 2층층 ,195785.42866399-- ,448819.704786919--
908,VKNY Gym(비키니짐),마포구,서울특별시 마포구 서교동 391 6번지 지하1층 ,192429.554996361--,449987.070642966--
909,태영휘트니스,마포구,서울특별시 마포구 성산동 157 3번지 근영빌딩 2층 ,191599.707229535--,451834.634551042--
910,디앤비,마포구,서울특별시 마포구 상수동 157 1번지 세방글로벌시티 B102~B104 ,193285.610053323--,449459.289832267--
911,데이지라이프 휘트니스,마포구,서울특별시 마포구 창전동 141 4번지 미지빌딩 지1층 ,193938.716070642--,449588.303726788--
912,행복애짐,마포구,서울특별시 마포구 망원동 475 1번지 ,191388.418109271--,450872.534425987--
913,엠스타휘트니스 4호점,마포구,서울특별시 마포구 용강동 122 16,194742.383947684,448757.883381233
914,(주)지폴리움,마포구,서울특별시 마포구 공덕동 467번지 롯데캐슬프레지던트 지2층 B205호,195564.375757848--,449186.933273231--
915,휘트니스 에이든(Aiden),마포구,서울특별시 마포구 노고산동 57 4번지 신촌카리스빌딩 15층 ,194245.940055929--,450324.154532115--
916,미래사랑헬스,마포구,서울특별시 마포구 서교동 487번지 지1층 B101호 ,192577.990805265--,450569.670545853--
917,플래티넘PT(피티)스튜디오,마포구,서울특별시 마포구 합정동 375 28번지 ,192398.725339627--,449510.264438472--
918,대성권투체육관,마포구,서울특별시 마포구 서교동 355 27번지 (4층) ,192956.352159404--,450170.979689778--
919,TNK BODYSCHOOL,마포구,서울특별시 마포구 공덕동 463번지 현대하이엘 B113~B118 ,195900.709427813--,449728.629171661--
920,스포벡 휘트니스,마포구,서울특별시 마포구 아현동 737번지 SK허브블루오피스텔 지층 ,196087.923812924--,449970.561400617--
921,웰니스 휘트니스,마포구,서울특별시 마포구 상암동 1597번지 지하1층 105 106호 ,190086.625449279--,453231.427685063--
922,우리짐,마포구,서울특별시 마포구 합정동 426 8번지 제이에이치 빌딩 4층 ,192163.247468731--,449979.821292621--
923,S fit,마포구,서울특별시 마포구 창전동 444번지 서강쌍용예가 근린시설2단지동 2층 ,193694.991688366--,449568.977982811--
924,아이짐,마포구,서울특별시 마포구 용강동 45 5번지 이연빌딩 ,194895.669375447--,448632.19327879-- 
925,케이불스 휘트니스 마포구청역점,마포구,서울특별시 마포구 성산동 591 4번지 ,191337.868996616--,451395.153092798--
926,엠베이스짐,마포구,서울특별시 마포구 상암동 1597번지 사보이시티DMC 3층 304305307호 ,190086.625449279--,453231.427685063--
927,스위치라인,마포구,서울특별시 마포구 창전동 104 2번지 2층 ,193874.078579185--,449663.604218763--
928,월드컵스파랜드24 체력단련장,마포구,서울특별시 마포구 성산동 515번지 ,191010.381048042--,451972.154018501--
929,드림핏퍼스널트레이닝(DreamFit Personaltraining),마포구,서울특별시 마포구 서교동 394 44번지 ,192488.985144597--,449787.214169203--
930,레벨에이치,마포구,서울특별시 마포구 신공덕동 171번지 KCC웰츠타워 상가동 2층 ,195729.493881417--,448955.17308073-- 
931,(주)크로스핏엑스,마포구,서울특별시 마포구 서교동 344 6번지 지하1층 ,193241.196948821--,450137.711902742--
932,SBS 프리즘타워,마포구,서울특별시 마포구 상암동 1607 1번지 SBS프리즘타워 17층 ,190459.967586857--,453050.376274362--
933,휘트니스피플,마포구,서울특별시 마포구 동교동 165 4번지 유림빌딩 9층 ,193220.308420307--,450476.267841723--
934,demarq 상암SDS 피트니스센터,마포구,서울특별시 마포구 상암동 ,189949-------,453437-------
935,포에버핏 마포공덕점,마포구,서울특별시 마포구 도화동 571번지 ,195534.148554389--,448836.610576891--
936,준휘트니스클럽,마포구,서울특별시 마포구 성산동 49 9번지 신한빌딩 3층동 ,192290.498642549--,451371.533822421--
937,U.D.T GYM,마포구,서울특별시 마포구 신수동 288 8번지 외1필지 지층 ,194213.840677306--,449192.525485578--
938,스타트원 스포츠짐,마포구,서울특별시 마포구 연남동 573번지 상가비동 202~208호 ,192899.605749281--,451360.660991625--
939,ELITE FIT 24,마포구,서울특별시 마포구 망원동 377 1번지 ,191904.25617187-- ,450473.93544408-- 
940,미지휘트니스골프클럽,마포구,서울특별시 마포구 신수동 63 14번지 구프라자 4층 ,194432.447467957--,450033.121335769--
941,마마 필라테스 공덕점,마포구,서울특별시 마포구 염리동 173 29번지 4층 ,195206.289236548--,448943.060004772--
942,1st Class GYM,마포구,서울특별시 마포구 상암동 1605번지 지하1층 1065호 ,190250.875091908--,453017.867202928--
943,아르케GYM(PT샵),마포구,서울특별시 마포구 연남동 383 23번지 2층 ,193422.98435704-- ,451015.061525529--
944,블루짐,마포구,서울특별시 마포구 상암동 1740번지 ,189315.370584751--,453647.349314742--
945,태그아웃,마포구,서울특별시 마포구 동교동 198 1번지 2층 ,193102.335083749--,450742.943015529--
946,소핏짐(So Fit Gym),마포구,서울특별시 마포구 서교동 395 155번지 ,192644.616648531--,449909.947211637--
947,CUBA FIT(쿠바핏),마포구,서울특별시 마포구 상암동 4 2번지 4층 ,190655.421130038--,452917.024286391--
948,PRIVE FIT (프리베핏),마포구,서울특별시 마포구 아현동 780번지 지하1층 ,196043.165226453--,450175.069333285--
949,헬스GO,마포구,서울특별시 마포구 서교동 451 19번지 12층 ,192505.330165307--,450462.406788639--
950,맥스멀티짐,마포구,서울특별시 마포구 망원동 484 11번지 1~5층 ,191820.118698433--,450589.968889031--
951,스마트짐,마포구,서울특별시 마포구 성산동 151 6번지 ,191539.563874532--,451916.77064097-- 
952,휘트니스 Aiden,마포구,서울특별시 마포구 동교동 173 14번지 대영빌딩 5층 ,193414.676813553--,450675.003555618--
953,엔터짐,마포구,서울특별시 마포구 동교동 201 16번지 ,192936.801025414--,450512.815656812--
954,세븐짐,마포구,서울특별시 마포구 상암동 1286번지 3층 ,190896.536094037--,452647.463621987--
955,아놀드홍짐,마포구,서울특별시 마포구 노고산동 1 39번지 교보생명빌딩 지하1층 ,194670.479392587--,450405.699186699--
956,크로스핏 뉴젠,마포구,서울특별시 마포구 서교동 360 21번지 LK빌딩 지하1층 ,193190.006518004--,449828.095009906--
957,라인짐 필라테스 PT,구로구,서울특별시 구로구 구로동 197 48 에이스테크노타워Ⅲ 2층동,190491.833060361,442477.332680657
958,소의스포렉스,마포구,서울특별시 마포구 아현동 386 1번지 소의초등학교내 ,196468.456780034--,449994.454822227--
959,씨엔조이레져스포츠,양천구,서울특별시 양천구 신정동 1028 1 3층,187169.069648175,446567.166557067
960,맥스짐,마포구,서울특별시 마포구 서교동 467 3번지 지층 ,192446.90255925-- ,450319.955831737--
961,골든휘트니스,마포구,서울특별시 마포구 합정동 381 21번지 4층 ,192191.60827256-- ,449586.795966661--
962,팀앤조이짐(GYM),마포구,서울특별시 마포구 창전동 237번지 3층 ,193882.139683077--,449426.271469293--
963,FIT TO BE FITNESS,마포구,서울특별시 마포구 신정동 28 2번지 성진빌딩 ,193800.533567745--,449149.097449407--
964,킬러바디,마포구,서울특별시 마포구 공덕동 109 95번지 지하1층 ,196061.959877217--,449839.477723347--
965,우리짐 상수점,마포구,서울특별시 마포구 상수동 321 1번지 ,192929.284986669--,449486.23223693-- 
966,BeChance 체력단련장,마포구,서울특별시 마포구 서교동 380 14번지 NFM빌딩 ,192488.58186833-- ,450000.568613644--
967,여우공간 필라테스(신촌점),마포구,서울특별시 마포구 노고산동 31 90번지 신촌르메이에르타운II ,194407.018454163--,450130.918973931--
968,일레븐피티 마포점,마포구,서울특별시 마포구 창전동 150 15번지 서강한산빌딩 ,193910.079175186--,449296.120758357--
969,커브스 상암클럽,마포구,서울특별시 마포구 상암동 1590번지 상암 IT Tower ,189857.566447564--,453271.198852486--
970,서교휘트니스,마포구,서울특별시 마포구 서교동 465 11 지1층,192544.226044778,450251.557354554
971,SBT 퍼스널트레이닝,마포구,서울특별시 마포구 대흥동 408번지 숭문빌딩 ,194854.150925408--,449294.337020049--
972,로얄짐 피트니스,마포구,서울특별시 마포구 서교동 392 1번지 송원빌딩 ,192537.71833041-- ,449940.982366261--
973,온더피트니스,마포구,서울특별시 마포구 상암동 1648번지 S PLEX CENTER ,190217.044298752--,452599.632380465--
974,리즈퍼스널트레이닝,마포구,서울특별시 마포구 합정동 372 22번지 무림빌딩 ,192296.161867119--,449554.516819348--
975,프로핏 1:1피티 스튜디오,마포구,서울특별시 마포구 대흥동 436 1번지 상수라이크 ,194965.128163652--,449297.139445195--
976,크로스핏 헬퍼,마포구,서울특별시 마포구 성산동 260 9번지 ,191689.137717442--,450910.420547874--
977,셀프메이드짐(SELFMADE GYM),마포구,서울특별시 마포구 망원동 386 3번지 ,192063.09469755-- ,450271.962687109--
978,G.X휘트니스센터,금천구,서울특별시 금천구 시흥동 993 3 ,191154.97129309-- ,438979.341350672--
979,플랜비휘트니스,송파구,서울특별시 송파구 오금동 150 4 영재사관학원,212093.504345528,444324.297234108
980,클럽페이스메이커 목1점,양천구,서울특별시 양천구 목동 315 2번지 삼성빌딩 3층 ,188356.345605772--,448890.035152347--
981,메이크바디PT,양천구,서울특별시 양천구 목동 907번지 현대월드타워 ,189151.208015925--,448200.067716589--
982,리폼드 크로스핏,양천구,서울특별시 양천구 목동 405 251번지 협성빌딩 ,188854.777756378--,446887.247767162--
983,엠비엘,양천구,서울특별시 양천구 목동 923번지 세신비젼프라자 509호,188494.598982992--,447318.660520705--
984,갤러리 휘트니스,양천구,서울특별시 양천구 신정동 1268번지 복합메디컬타운 ,187181.28483799-- ,445624.366466149--
985,조형기 헬스,양천구,서울특별시 양천구 신정동 946 1번지 ,186992.734328894--,446925.412721754--
986,머슬앤모션,양천구,서울특별시 양천구 목동 405 284번지 4층 ,188773.977275677--,446921.747035532--
987,스포짐,양천구,서울특별시 양천구 목동 962번지 목동트라팰리스 지하층 102호 ,188472.759197224--,447091.855963511--
988,커브스 염창클럽,양천구,서울특별시 양천구 목동 603 5번지 지 101호,188212.125472688--,449668.428997479--
989,레이디 휘트니스,양천구,서울특별시 양천구 신정동 1028 4번지 ,187241.641102914--,446575.501620137--
990,리오 퍼스널 트레이닝,양천구,서울특별시 양천구 목동 961번지 ,188431.286329151--,446909.365903882--
991,플러스버닝,양천구,서울특별시 양천구 목동 603 4 유창빌딩 지하1층,188188.738080907,449679.651827505
992,애플짐 휘트니스,양천구,서울특별시 양천구 목동 810 1 타운빌딩,187948.252898047,447246.938313599
993,에벤에셀 휘트니스&사우나,양천구,서울특별시 양천구 신정동 1023 12번지 지하1층 ,187520.306766633--,446450.347274241--
994,머스트 짐,양천구,서울특별시 양천구 목동 808 7번지 4층 ,187948.538264517--,447308.27945586-- 
995,브이핏1:1퍼스널트레이닝,양천구,서울특별시 양천구 목동 907 6번지 302호,189251.065-----,448235.35----- 
996,라이프헬스클럽,양천구,서울특별시 양천구 신월동 537 7번지 4층 ,185987.773852089--,446289.261283368--
997,양천헬스,양천구,서울특별시 양천구 신정동 1148 3번지 ,187021.14601067-- ,446103.93478132-- 
998,Life Body shop,양천구,서울특별시 양천구 목동 406 22번지 메이동 ,188851.726337894--,446963.292684463--
999,허니짐,양천구,서울특별시 양천구 목동 752 10번지 청우빌딩 ,188665.968505021--,448405.568239105--
1000,건강해 스포츠,양천구,서울특별시 양천구 목동 610 23번지 3층 ,188080.178399949--,449596.304559134--
1001,나다피트니스,양천구,서울특별시 양천구 목동 506 17번지 ,188549.729778829--,449364.309292872--
1002,온더피티 스튜디오,강남구,서울특별시 강남구 역삼동 838 7,202853.511401388,443139.986573483
1003,노블레스헬스,양천구,서울특별시 양천구 신정동 323 32번지 로얄프라자9층 ,187695.637047182--,445876.969798744--
1004,신드롬PT스튜디오,양천구,서울특별시 양천구 목동 405 136번지 2층 ,188654.121497864--,446943.313957756--
1005,스타존 휘트니스,양천구,서울특별시 양천구 신월동 933 2번지 백마빌딩4층 ,185104.517731789--,446744.979167249--
1006,홍크짐,양천구,서울특별시 양천구 신정동 130 1 지층01호,188968.699929525,446261.22182918
1007,유니온헬스,양천구,서울특별시 양천구 신정동 1267,187158.467033065,445678.076325463
1008,휘트니스클럽아로마,양천구,서울특별시 양천구 목동 916 하이페리온(8층),188884.075622342,447186.888604306
1009,마이프라이빗짐,양천구,서울특별시 양천구 목동 803 27,188095.360110252,447579.97217784
1010,스트롱라인 면목점,중랑구,서울특별시 중랑구 면목동 89 34 청풍빌딩,208149.592116902,454546.85561825
1011,라인짐 휘트니스,양천구,서울특별시 양천구 신정동 783 이펜하우스타워,185143.375565775,445610.277402204
1012,JS 휘트니스,양천구,서울특별시 양천구 신월동 992 3번지 지층 ,185562.527967436--,446281.465297211--
1013,엘스케어,양천구,서울특별시 양천구 목동 961번지 현대하이페리온2 ,188431.286329151--,446909.365903882--
1014,GYM MATE FITNESS CLUB,양천구,서울특별시 양천구 목동 907 14번지 벽산미라지타워 B1층 ,189280.689807363--,448186.345367659--
1015,로키스,양천구,서울특별시 양천구 목동 907번지 현대월드타워 B109호,189151.208015925--,448200.067716589--
1016,SSAC PT,서대문구,서울특별시 서대문구 남가좌동 344 5,193059.900161081,452879.323455267
1017,스카이휘트니스,양천구,서울특별시 양천구 목동 603 2번지 B109호,188169.180124964--,449701.802558519--
1018,피트니스포에버,양천구,서울특별시 양천구 목동 406 4번지 현대프라자 지하101호,188301.080556007--,447086.727980803--
1019,코카머슬 휘트니스,양천구,서울특별시 양천구 신월동 514 2번지 ,186046.676672471--,446653.034652049--
1020,스포짐휘트니스,양천구,서울특별시 양천구 목동 405 25번지 청학빌딩 지하1층 ,188904.571764159--,446861.525362878--
1021,커브스 목동클럽,양천구,서울특별시 양천구 목동 905 34번지 5층 ,188967.445733675--,447716.332636357--
1022,광영문화원,양천구,서울특별시 양천구 신월동 43 1번지 ,184413.383829302--,448481.454945083--
1023,큐디짐S,양천구,서울특별시 양천구 목동 923번지 세신비전프라자 909910호 ,188494.598982992--,447318.660520705--
1024,염창역점 스포애니 주)케이디스포츠,양천구,서울특별시 양천구 목동 507 2번지 덕수프라자 5층 ,188563.746657935--,449409.143621821--
1025,슈퍼맨짐,양천구,서울특별시 양천구 목동 657 16번지 2층 가호 ,187774.076185179--,449099.406847977--
1026,밀리언짐,양천구,서울특별시 양천구 신정동 1267번지 뉴프라자 ,187158.467033065--,445678.076325463--
1027,쿠마휘트니스,금천구,서울특별시 금천구 시흥동 113 21,190944.565006493,439580.401737633
1028,(주)스포짐앤밀론,중구,서울특별시 중구 을지로2가 205,198877.134150639,451578.377236664
1029,루나짐,양천구,서울특별시 양천구 신월동 81 3,184849.685333553,448255.971068103
1030,서문석헬스GYM,양천구,서울특별시 양천구 신정동 902 10번지 ,187849.02266227-- ,447109.428861066--
1031,윔블던 휘트니스,양천구,서울특별시 양천구 신정동 1182 11번지 4층 ,186990.07041522-- ,446176.810389121--
1032,목동스포츠센터,양천구,서울특별시 양천구 목동 904번지 목동(아)4단지내 ,188580.483661607--,447750.845210817--
1033,이강섭헬스클리닉,양천구,서울특별시 양천구 신월동 223 1번지 ,185170.791174761--,447484.801871723--
1034,굿모닝 휘트니스,양천구,서울특별시 양천구 신정동 118 3번지 ,188949.652107622--,446692.709733322--
1035,라이프스포츠,양천구,서울특별시 양천구 신정동 948 24 신호아파트,187133.113562825,446945.479664548
1036,애플짐,양천구,서울특별시 양천구 신정동 321 6번지 목동센트럴플라자 15층 ,188039.543424546--,446149.197185122--
1037,더 스페셜짐,양천구,서울특별시 양천구 신정동 1026 1번지 ,187415.922905255--,446600.184140953--
1038,레벨업휘트니스,양천구,서울특별시 양천구 신월동 51 7번지 ,184748.532781957--,448279.633016419--
1039,월드스타 GYM,양천구,서울특별시 양천구 신정동 323 17번지 밀레니엄프라자10층 ,187675.994207369--,445930.418572154--
1040,머슬365,양천구,서울특별시 양천구 목동 606 9번지 4층 ,187954.571823191--,449783.451870726--
1041,K퍼스널트레이닝샵,양천구,서울특별시 양천구 신정동 323 16번지 ,187758.0753401---,445907.064446739--
1042,Min's맞춤운동전문센터,양천구,서울특별시 양천구 목동 405 24번지 601호 ,188879.448572755--,446808.521815814--
1043,브이핏,양천구,서울특별시 양천구 목동 905 34번지 목동하나프라자 ,188967.445733675--,447716.332636357--
1044,DAGYM FITNESS,양천구,서울특별시 양천구 목동 657 21번지 등촌빌딩 ,187795.538721481--,449256.754305956--
1045,비컴스 피트니스,양천구,서울특별시 양천구 목동 408 174 지층 ,-,-
1046,엘리트핏24-휘트니스,양천구,서울특별시 양천구 목동 404 5번지 오목빌딩 지1층 ,189086.756192965--,446851.320185767--
1047,펌프짐헬스클럽,양천구,서울특별시 양천구 목동 773 2번지 ,188392.441454004--,447961.72793177-- 
1048,클라우드짐 프라임,영등포구,서울특별시 영등포구 영등포동7가 47 3 에즈,191518.75555489,446809.632652641
1049,디오필라앤핏,양천구,서울특별시 양천구 목동 405 171번지 더빌딩 ,188590.494710205--,446929.520544817--
1050,엠오핏 PT&Pilates,양천구,서울특별시 양천구 목동 602 2번지 클래리티 타워 ,188272.472592178--,449639.484816091--
1051,산체스짐,양천구,서울특별시 양천구 신정동 1022 9번지 ,187523.574256064--,446408.633352149--
1052,신정커브스,양천구,서울특별시 양천구 신정동 321 6번지 센트럴프라자 ,188039.543424546--,446149.197185122--
1053,짐에스디비(GYM SDB),양천구,서울특별시 양천구 신정동 774 4번지 통연빌딩 ,185563.39173504-- ,445562.576452316--
1054,워너짐,양천구,서울특별시 양천구 목동 606 18번지 3층 ,187945.843696609--,449821.719712552--
1055,그린헬스,금천구,서울특별시 금천구 독산동 297 1,190600.511302284,441271.030355361
1056,목동역점 스포애니 (주)케이디스포츠,양천구,서울특별시 양천구 신정동 994 5번지 ,187917.430453569--,447015.243697217--
1057,(주)짐사이어티,양천구,서울특별시 양천구 신정동 995 1번지 지층 ,187924.072791275--,446980.855230524--
1058,ONE FIT,양천구,서울특별시 양천구 신정동 973 34번지 3층 ,186999.725454469--,446592.356151959--
1059,S GYM,양천구,서울특별시 양천구 목동 762 6번지 ,188454.414943734--,448208.039742948--
